"";"X";"collection_id";"collection_date";"num_trap";"surv_year";"trap_nights";"trap_problem_bit";"num_count";"sex_id";"sex_type";"sex_name";"species_id";"species_full_name";"species_display_name";"trap_id";"trap_acronym";"trap_name";"trap_presence"
"3583";3583;3000032;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;9;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3584";3584;3000033;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";13;"BGSENT";"BG Sentinel";FALSE
"3585";3585;3000033;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;10;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3586";3586;3000033;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;10;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3587";3587;3000034;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";13;"BGSENT";"BG Sentinel";FALSE
"3588";3588;3000034;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3589";3589;3000034;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3590";3590;3000037;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;NA;NA;NA;NA;NA;NA;NA;13;"BGSENT";"BG Sentinel";FALSE
"3591";3591;3000038;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;NA;NA;NA;NA;NA;NA;NA;13;"BGSENT";"BG Sentinel";FALSE
"3592";3592;3000042;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3593";3593;3000042;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3594";3594;3000042;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3595";3595;3000042;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3596";3596;3000044;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3597";3597;3000045;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3598";3598;3000045;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3599";3599;3000046;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3600";3600;3000046;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3601";3601;3000046;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3602";3602;3000046;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3603";3603;3000048;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"3604";3604;3000050;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;2;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";26;"LCKR";"Locker Trap";FALSE
"3605";3605;3000050;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;2;4;"female";"Females - Mixed";41;"Aedes sierrensis";"Ae sierrensis";26;"LCKR";"Locker Trap";FALSE
"3606";3606;3000050;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";26;"LCKR";"Locker Trap";FALSE
"3607";3607;3000050;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;1;4;"female";"Females - Mixed";58;"Culiseta inornata";"Cs inornata";26;"LCKR";"Locker Trap";FALSE
"3608";3608;3000050;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";26;"LCKR";"Locker Trap";FALSE
"3609";3609;3000050;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;12;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";26;"LCKR";"Locker Trap";FALSE
"3610";3610;3000082;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;1;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";26;"LCKR";"Locker Trap";FALSE
"3611";3611;3000082;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;6;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";26;"LCKR";"Locker Trap";FALSE
"3612";3612;3000082;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";26;"LCKR";"Locker Trap";FALSE
"3613";3613;3000082;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;8;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";26;"LCKR";"Locker Trap";FALSE
"3614";3614;3000093;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;33;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"3615";3615;3000093;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;36;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"3616";3616;3000093;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;3;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"3617";3617;3000093;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;22;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"3618";3618;3000093;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"3619";3619;3000093;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;3;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"3620";3620;3000537;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";48;"Aedes vexans";"Ae vexans";2;"CO2";"Carbon dioxide baited trap";FALSE
"3621";3621;3000537;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;23;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"3622";3622;3000537;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;18;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"3623";3623;3000543;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;96;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"3624";3624;3000543;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"3625";3625;3007476;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;1;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";26;"LCKR";"Locker Trap";FALSE
"3626";3626;3007476;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;2;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";26;"LCKR";"Locker Trap";FALSE
"3627";3627;3007476;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;56;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";26;"LCKR";"Locker Trap";FALSE
"3628";3628;3007476;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;11;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";26;"LCKR";"Locker Trap";FALSE
"3629";3629;3007476;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;19;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";26;"LCKR";"Locker Trap";FALSE
"3630";3630;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;7;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"3631";3631;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;4;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"3632";3632;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;3;4;"female";"Females - Mixed";58;"Culiseta inornata";"Cs inornata";3;"GRVD";"Gravid trap";FALSE
"3633";3633;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;8;4;"female";"Females - Mixed";64;"Culex erythrothorax";"Cx erythrothorax";3;"GRVD";"Gravid trap";FALSE
"3634";3634;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;137;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"3635";3635;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;166;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"3636";3636;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;63;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"3637";3637;3007485;"2023-09-21T07:00:00.000Z";1;2023;7;FALSE;7;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"3638";3638;3009461;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3639";3639;3009461;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3640";3640;3009461;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3641";3641;3009461;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3642";3642;3009476;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";13;"BGSENT";"BG Sentinel";FALSE
"3643";3643;3009476;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3644";3644;3009476;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3645";3645;3009476;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3646";3646;3009479;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";36;"Aedes nigromaculis";"Ae nigromaculis";13;"BGSENT";"BG Sentinel";FALSE
"3647";3647;3009479;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";13;"BGSENT";"BG Sentinel";FALSE
"3648";3648;3009479;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;13;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3649";3649;3009479;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3650";3650;3009479;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3651";3651;3009479;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3652";3652;3011161;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3653";3653;3011161;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3654";3654;3011163;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3655";3655;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3656";3656;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";57;"Culiseta incidens";"Cs incidens";13;"BGSENT";"BG Sentinel";FALSE
"3657";3657;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";13;"BGSENT";"BG Sentinel";FALSE
"3658";3658;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3659";3659;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;25;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3660";3660;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3661";3661;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3662";3662;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;5;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3663";3663;3011164;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3664";3664;3011165;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3665";3665;3011165;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3666";3666;3011165;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3667";3667;3011166;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3668";3668;3011166;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3669";3669;3011166;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3670";3670;3011187;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3671";3671;3011187;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;36;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3672";3672;3011187;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;13;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3673";3673;3011187;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3674";3674;3011188;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3675";3675;3011188;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";13;"BGSENT";"BG Sentinel";FALSE
"3676";3676;3011188;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;12;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3677";3677;3011188;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3678";3678;3011188;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3679";3679;3011188;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3680";3680;3011199;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3681";3681;3011254;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3682";3682;3011254;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3683";3683;3011261;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3684";3684;3011261;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3685";3685;3011261;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3686";3686;3011261;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3687";3687;3011262;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"3688";3688;3011262;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"3689";3689;3011262;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"3690";3690;3011262;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";2;"CO2";"Carbon dioxide baited trap";FALSE
"3691";3691;3011263;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3692";3692;3011263;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3693";3693;3011263;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;3;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3694";3694;3011263;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;8;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3695";3695;3011264;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;13;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3696";3696;3011264;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;47;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3697";3697;3011264;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3698";3698;3011265;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";2;"CO2";"Carbon dioxide baited trap";FALSE
"3699";3699;3011265;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"3700";3700;3011265;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;30;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"3701";3701;3011265;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";2;"CO2";"Carbon dioxide baited trap";FALSE
"3702";3702;3011278;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";13;"BGSENT";"BG Sentinel";FALSE
"3703";3703;3011278;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";13;"BGSENT";"BG Sentinel";FALSE
"3704";3704;3011278;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;9;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3705";3705;3011278;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;28;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3706";3706;3011278;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;11;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3707";3707;3011278;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;13;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3708";3708;3011280;"2023-09-21T07:00:00.000Z";1;2023;1;FALSE;10;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"3709";3709;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";13;"BGSENT";"BG Sentinel";FALSE
"3710";3710;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";54;"Anopheles punctipennis";"An punctipennis";13;"BGSENT";"BG Sentinel";FALSE
"3711";3711;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3712";3712;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";13;"BGSENT";"BG Sentinel";FALSE
"3713";3713;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3714";3714;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3715";3715;2996806;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3716";3716;2996809;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;11;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";13;"BGSENT";"BG Sentinel";FALSE
"3717";3717;2996809;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"3718";3718;2996809;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";13;"BGSENT";"BG Sentinel";FALSE
"3719";3719;2996809;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";13;"BGSENT";"BG Sentinel";FALSE
"3720";3720;2996809;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
"3721";3721;2996809;"2023-09-20T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";145;"Aedes aegypti";"Ae aegypti";13;"BGSENT";"BG Sentinel";FALSE
